"","deploy_num","site","bare","halodule","zostera","ruppia","algae","oyster","saltmarsh","other","richness","shannonD","evenness","seagrass","richness_comb","shannonD_comb","evenness_comb","total_cover","Habitat","avg_blade_length","avg_shoot_density","max10","site_code","site_code2","habitat","depth_m_avg","sal_avg","total_abund_sum","comm_richness_sum","comm_shannonD_sum","comm_evenness_sum","carnivore","herbivore","omnivore","soniferous","soniferous_S","carn_2","detritivore","herb_2","invertivore","omni_2","piscivore","planktivore","num_bai_chr","num_ort_chr","num_ops_tau","index","seagrass_area","seagrass_core.area","seagrass_perimeter","seagrass_perim.area.ratio","saltmarsh_area","saltmarsh_core.area","saltmarsh_perimeter","saltmarsh_perim.area.ratio","oyster_area","oyster_core.area","oyster_perimeter","oyster_perim.area.ratio","total_hab_area","habitat_total","NNratio","dist2adjPatch","adj_hab_type","richness_landscape","avg_temp","avgTempAll","avgTempNight","medTemp","minTemp","maxTemp","avg_spl_low","avg_spl_high","TFPercentPresenceNight","TFAvgPresentNight","TFMaxRate","PerchPercentPresenceNight","PerchAvgPresentNight","PerchMaxRate"
"1",1,"Creek_7",81.0606060606061,0,0,0,0.606060606060606,9.24242424242424,9.09090909090909,0,2,0.69311302949841,0.69311302949841,0,2,0.69311302949841,0.69311302949841,18.9393939393939,"Creek",0,0,0,"C7","C7","creek",1,35,2.82685512367491,2,0.693147180559945,0.693147180559945,0.117785630153121,0,0,"Y",1,0,0,0,0.256986829424992,0,0,0,1.41342756183746,0,0,1,0,0,0,0,46128,25899,40674,0.881763788,30182,9563,33640,1.114571599,2753962,76310,1.955688,171.01,"oyster reef",2,22.21851852,22.58541667,21.315,22.3,19.1,28.7,101.8691743,90.32767765,8.5,12.64705882,26,20,256.3,1084
"2",1,"Mudflat_2",100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Mudflat",0,0,0,"MF2","M2","mudflat",0.5,36,3.92156862745098,1,0,NA,0.163398692810458,0,0,"N",0,0,0,0,0.35650623885918,0,0,0,0,0,0,4,241,0,754,3.128630705,49350,41389,8314,0.168470111,6937,1289,10668,1.537840565,2753962,56528,0.401961,202.3,"saltmarsh",3,21.99135802,21.62777778,21.03615385,21.45,19.2,25.55,115.9397776,93.33811746,0,0,0,42,648.5952381,1784
"3",1,"Seagrass_10",74.6060606060606,24.9090909090909,0.333333333333333,0,0.151515151515152,0,0,0,2,0.0702587889411981,0.0702587889411981,25.2424242424242,1,0,NA,25.3939393939394,"Seagrass",5.77150485436893,58.1,7.97703333333333,"SG10","S10","seagrass",0.5,36,103.862660944206,6,0.517487124866231,0.200191346962233,4.11301859799714,0,0.468201326570425,"Y",3,0,1.71673819742489,0,8.58369098712446,0,0.122624156958921,1.03004291845494,0,3.43347639484979,0,2,31332,16236,20154,0.643240138,0,0,0,0,0,0,0,0,2753962,31332,0.381841,400.96,"seagrass",1,23.36296296,22.94625,22.6345,23,19.6,27.3,95.57126209,87.21736635,27.5,11.83636364,26,38,74.82894737,565
"4",1,"Seagrass_12",60.3030303030303,36.1515151515151,2.24242424242424,0,1.27272727272727,0,0,0.0303030303030303,2,0.222557978695312,0.222557978695312,38.3939393939394,1,0,NA,39.6969696969697,"Seagrass",8.37030357142857,115.5,11.887,"SG12","S12","seagrass",0.4,36,257.522123893805,8,0.352749233927811,0.117583077975937,10.693215339233,0,0.080450522928399,"Y",2,1.32743362831858,3.09734513274336,0,22.3652453740949,0,0.252844500632111,0.176991150442478,2.65486725663717,6.19469026548673,0,3,47725,20495,41302,0.865416448,1359,669,784,0.576894776,1098,98,2082,1.896174863,2753962,50182,0.530039,178.92,"seagrass",3,22.91358025,22.36171548,22.17564103,22.65,18.45,26.45,100.4876149,89.96851732,3,9.5,14,17,414,1322
"5",2,"Creek_2",44.2121212121212,0,0,0,1.6969696969697,49.3939393939394,4.6969696969697,0,2,0.295152729497885,0.295152729497885,0,2,0.295152729497885,0.295152729497885,55.7878787878788,"Creek",0,0,0,"C2","C2","creek",1.5,35,6.73400673400673,3,0.639031859650177,0.403184213733396,0.280583613916947,0,0,"Y",1,0,0,0,0.612182430364248,0,0,0,0,0,0,5,49814,7491,88644,1.779499739,216105,160105,61396,0.284102635,83395,11318,125350,1.503087715,2753962,349314,0.635291,186.87,"saltmarsh",3,24.84705882,25.57291667,24.96157895,25.2,23,30.6,111.7070478,109.238768,74.73684211,32.01408451,98,16.84210526,786.84375,1708
"6",2,"Mudflat_1",100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Mudflat",0,0,0,"MF1","M1","mudflat",1.125,35,0,0,0,0,0,0,0,"N",0,0,0,0,0,0,0,0,0,0,0,8,9408,2805,10906,1.15922619,6414,4124,2596,0.404739632,1569,51,3490,2.224346718,2753962,17391,0.565349,238.8,"saltmarsh",3,24.50588235,24.92604167,24.40315789,24.6,23.1,28,109.6657496,91.66620377,0,0,0,54.21052632,221.3495146,1295
"7",2,"Seagrass_2",39.1515151515151,50.6060606060606,5.54545454545455,0,4.39393939393939,0.303030303030303,0,0,3,0.354028937463662,0.223367390271113,56.1515151515151,2,0.0334120752517698,0.0334120752517698,60.8484848484849,"Seagrass",15.0057477477477,126.909090909091,21.5408666666667,"SG2","S2","seagrass",0.875,35,773.684210526316,11,0.48484376607719,0.140151279032414,32.2055137844611,0,0.0683526999316473,"Y",4,2.63157894736842,16.5413533834586,0,66.3021189336979,0,0.75187969924812,0.150375939849624,5.26315789473684,33.0827067669173,0,6,30904,17806,17754,0.574488739,72376,60311,14324,0.19791091,24105,5521,28080,1.164903547,2753962,127385,0.496374,77.49,"saltmarsh",3,26.2,24.85086806,24.49342105,24.7,21.1,29.4,95.76049595,102.9810844,71.49122807,23.04294479,75,0.877192982,81.5,149
"8",2,"Seagrass_4",64.3030303030303,25.8181818181818,9.24242424242424,0,0.636363636363636,0,0,0,2,0.57680196511603,0.57680196511603,35.0606060606061,1,0,NA,35.6969696969697,"Seagrass",10.7874555555556,53.75,14.8484,"SG4","S4","seagrass",1,35,782.825484764543,14,0.578533636582012,0.151951590651642,32.5023084025854,0.554016620498615,0.201460589272224,"Y",5,0.831024930747922,27.4238227146814,0.277008310249307,65.3235960715185,0,0.949742777997626,0.110803324099723,0,54.8476454293629,1.10803324099723,7,27287,8256,30014,1.099937699,0,0,0,0,2053,213,4020,1.958110083,2753962,29340,0.880966,220.88,"seagrass",2,25.20461538,24.225625,24.11210526,24,22.1,27.4,105.789676,101.2579679,60.52631579,11.83478261,51,24.21052632,350.3913043,1010
"9",3,"Creek_B",86.3636363636364,1.51515151515152,0,0,0,0,11.6666666666667,0.454545454545455,2,0.356725723106605,0.356725723106605,1.51515151515152,2,0.356725723106605,0.356725723106605,13.6363636363636,"Creek",9.20711111111111,0,9.207111111,"CB","CB","creek",0.65,36,21.1764705882353,5,1.47584152086509,0.63561034646798,0.392156862745098,0,1.06951871657754,"Y",2,0,1.96078431372549,0,0.855614973262032,0.896358543417367,0,0.313725490196078,0,0,0,9,19660,2474,32118,1.633672431,308538,276351,32740,0.106113347,1117,19,2720,2.435094002,2753962,329315,0.427931,296.07,"seagrass",3,26.26111111,26.51444328,26.16974359,26.275,24,30.45,94.38571798,85.29814361,0,0,0,2.051282051,10.125,18
"10",3,"Mudflat_Core",100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Mudflat",0,0,0,"MFA","MA","mudflat",0.9,35,5.3030303030303,1,0,NA,0,0,0.482093663911846,"N",0,0,0,0,0,0,0,1.06060606060606,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,2753962,0,0,2000,"",0,23.71088235,24.71398467,24.34752066,24.75,20.8,30,105.9340921,86.19623533,0,0,0,43.58974359,1083.037433,2348
